Song Name,Movie Name,Release Year,Music Director,Poet,Singers,Actors
"Bhago Gay Aggar Ham Say, Tum Ko Yeh Saza Den Gay..",Baghi Sardar,1966,Muslehuddin,Professor Najmi,Ahmad Rushdi,
"Bhala Jee, Tum Dekho Ray Logo, Bhala Jee, Tum Dekho Ray..",Shehbaz,1960,Khadim Hussain,Tanvir Naqvi,Irene Parveen,
"Bhall Khati Hui, Lehrati Hui, Chali Ray, Chali Ray, Dil Chheen Kay..",Joker,1966,Muslehuddin,Tishna Meeruti,Masood Rana,
"Bhanwen Tanni Hayn, Khanjar Hath Mein Hay, Tann Kay Baithay Hayn..",Jaag Utha Insan,1966,Lal Mohammad Iqbal,Daagh Dehlvi,Noorjahan,
"Bhar Bhar Kay Nazar Na Tak Sajna, Kahin Dunya Ko Na Ho Jaye..",Chattan,1967,Rasheed Attray,Qateel Shafai,Irene Parveen,
"Bhari Bhari Wadi Mein, Ayi Hay Bahar.. Tu Aa Ja..",Darvaza,1962,Saleem Iqbal,Saifuddin Saif,Saleem Raza,
"Bhari Bhari Wadi Mein, Ayi Hay Bahar.. Tu Aa Ja..",Darvaza,1962,Saleem Iqbal,Saifuddin Saif,Naseem Begum,
"Bhatak Rahay Hayn Ham Jahan, Qadam Qadam Hayn Gham..",Clerk,1960,Safdar Hussain,Ahmad Rahi,Saleem Raza,
"Bhatka Hua Ik Rahi, Chipta Meray Daaman Say..",Aulad,1962,A. Hameed,Fyaz Hashmi,Naseem Begum,
"Bhatka Hua Ik Rahi, Lipta Meray Daaman Say..",Neelam,1963,Manzoor Ashraf,Mushir Kazmi,Nazir Begum,
"Bhayya Ki Ladli Ho, Bhabhi Ki Pyari, Ban Kay Dulhanya Chali..",Surayya,1961,Akhtar Hussain Akhian,Shabab Keranvi,Kousar Parveen,
"Bheega Bheega Mousam Hay, Thandi Thandi Raat Hay..",Teray Shehar Mein,1965,Hassan Latif,Tanvir Naqvi,Naseem Begum,
Bheegay Bheegay Badlon ki Thandi Chhaun Mein..,Bahu Begum,1965,Tasadduq Hussain,Mushir Kazmi,Mala,
"Bheegi Bheegi Hay Sham, Main Hun Rangeen Jam..",Saltanat,1960,G.A. Chishti,Qateel Shafai,Zubaida Khanum,
"Bheegi Bheegi Raat Hay, O Ho, Kya Baat Hay..",Habu,1961,Azam Baig,Tufail Hoshiarpuri,Naheed Niazi,
"Bheegi Hui Is Raat Mein, Halchal Machay Jazbat Mein..",Ham Matvalay Nojavan,1965,Saleem Iqbal,Masroor Anwar,Naheed Niazi,
Bheegi Zulfein Zara Shano Peh Bikhranay Do..,Qatal Kay Baad,1963,Deebo,Masroor Anwar,Ahmad Rushdi,
Bheek Pyar Ki Mang Rahay Hayn Mazloom..,Suhagan,1967,A. Hameed,Fyaz Hashmi,Mala,
"Bhola Sa Balma Ray, Nahin Samjhay, Hamaray Isharay..",Haveli,1964,Khawaja Khursheed Anwar,Tanvir Naqvi,Mala,
"Bholi Dulhaniya Ka Jiya Lehray, Motin Wali Ko Piya Man Bhaye..",Anchal,1962,Khalil Ahmad,Himayat Ali Shair,Nasima Shaheen,
"Bhool Bhi Ja Dil Pyar Puranay, Koi Kisi Ka Dard Na Janay..",Laggan,1960,Azam Baig,Munir Niazi,Saleem Raza,
"Bhool Jao Gay Tum, Kar Kay Waada, Sanam..",Seema,1963,Master Inayat Hussain,Habib Jalib,Saleem Raza,
"Bhoolay Say Bhi Koi Yahan Keh do, Keh Na Lagaye Dil..",20 Din,1964,Sohail Rana,Masroor Anwar,Surayya Multanikar,
"Bhooli Hui Hun Dastan, Guzra Hua Khayyal Hun..",Doraha,1967,Sohail Rana,Masroor Anwar,Ahmad Rushdi,
"Bhooli Hui Hun Dastan, Guzra Hua Khayyal Hun (2)..",Doraha,1967,Sohail Rana,Masroor Anwar,Mala,
"Bhooli Hui Sada Hun, Mujhay Yaad Kijiye, Muddat Hui Juda Hun..",Rivaj,1965,Master Inayat Hussain,Khawaja Parvez,Mala,
Bhula Bhi Day Usay Jo Baat Ho Gei Pyaray..,Mera Ghar Meri Jannat,1968,Saleem Iqbal,Habib Jalib,Noorjahan,
"Bhut Yaad Ayen Gay Woh Din, Mujhay Tarpayen Gay Woh Din..",Aneela,1969,Nisar Bazmi,Masroor Anwar,Mehdi Hassan,
"Bhut Yaad Ayen Gay Woh Din, Teri Qasm..",Aneela,1969,Nisar Bazmi,Masroor Anwar,Mala,
Bichha Din Agar Ham Na Rahon Mein Ankhen To Sarkar Khud Hi..,Nadira,1967,Kemal Ahmad,Muzaffar Warsi,Mala,
"Bigri Bana, Meray Khuda, Day Sadqa Kamli Walay (saw) Ka..",Sartaj,1965,Safdar Hussain,Fyaz Hashmi,Noorjahan,
"Biijli Si Chamki, Saray Badan Mein, Kisi Mehrban Nay Kiya Hay..",Unchay Mahal,1962,Tufail Farooqi,Munir Niazi,Zubaida Khanum,
"Billo Jee, Goray Hathon Par Rangeeli Mehndi Aur Log Kahen..",Khan Bahadur,1960,G.A. Chishti,Ahmad Rahi,?,
"Bin Dekhay, Bin Janay Sakhi Ri, Uljhay Moray Kin Sang Nain..",Roopmatti Baaz Bahadur,1960,Tasadduq Hussain,Tufail Hoshiarpuri,Kousar Parveen,
"Bin Piye Behkay Hayn Qadam, Kya Hua Tum Ko Sanam..",Ham Matvalay Nojavan,1965,Saleem Iqbal,Masroor Anwar,Ahmad Rushdi,
"Bina Dekhay, Bina Janay, Dil Lay Geya, Jee Mera..",Gulfarosh,1961,Safdar Hussain,Zahoor Raja,Zubaida Khanum,
"Bol Hamrahi, Tujh Ko Bhulaon Kaisay, Tarpun Main Tujhay..",Pyar Ki Jeet,1969,Deebo,Masroor Anwar,Rehana Yasmin,
"Bol Kateelay Mar Geyi, Nagin Jaisi Bairi..",Pyar Ki Saza,1964,Manzoor Ashraf,Khaleeq Ahmad Khaleeq,Naseem Begum,
"Bol Sharabi Naino Walay, Bholi Bhali Soorat Walay..",Mehboob,1962,Rasheed Attray,Qateel Shafai,Mala,
"Boliye Na Boliye, Ham Tumharay Hayn..",Izzat,1960,Nazir Ajmeri,Tufail Hoshiarpuri,Naheed Niazi,
"Bolo Ya Na Bolo, Ham Tumharay Ho Chukay..",Bhabhi,1960,Tasadduq Hussain,Mushir Kazmi,Kousar Parveen,
"Buhat BeAabroo Ho Kar, Teray Koochay Say Ham Niklay..",Badnam,1966,Deebo,Tanvir Naqvi,Masood Rana,
"Buhat Pachhtaye, Dil Ko Laga Kay, Buhat Pachhtaye..",20 Din,1964,Sohail Rana,Masroor Anwar,Naseem Begum,
"Bujh Geya Deep, Jal Geya Teil, Ab Khatam Hua Kheil..",Katari,1968,M. Ashraf,Tanvir Naqvi,Mala,
"Bujh Geye 2 Naino Kay Taray, Toot Geye Mann Kay Taray..",Is Dharti Par,1967,Khondkar N. Alam,M.Y. Sagar,?,
"Bujh Geye Meri Umeedon Kay Diye, Phir Bhi Zinda Hun..",Geet Kahin Sangeet Kahin,1969,Master Tufail,Tanvir Naqvi,Masood Rana,
"Bujhey Na Dil, Raat Ka Safar Hay..",Ghar Pyara Ghar,1968,Nisar Bazmi,Habib Jalib,Mujeeb Alam,
"Bulbul-e-Baghdad, Mera Naam Hay, Mera Dil Chhalakta Hay..",Bulbul-e-Baghdad,1962,Mohammad Ali Munnu,M.A. Yousuf,Zubaida Khanum & Co.,
"Bura Maan Kar, Kahan Chal Diye.. Adab Arz Hay..",Shararat,1963,Deebo,Masroor Anwar,Masood Rana,
Bura Na Maan Meri Jan.. Ho Jaye Gi Gar 2 Pyar Ki Baten..,Rishta Hay Pyar Ka,1967,Nashad,Fyaz Hashmi,Ahmad Rushdi,
"Car Bhi Mili Aur Pyar Bhi Mila, Pyar Bhi Mila, Dildar Bhi Mila..",Bahu Begum,1965,Tasadduq Hussain,Mushir Kazmi,Mala & Co.,
"Chahay Achhon Ko Jitna Chahay, Yeh Agar Chahen To Phir Kya Chahiye..",Charagh Jalta Raha,1962,Nahal Abdullah,Mirza Ghalib,Iqbal Bano,
"Chahay Bolo, Chahay Na Bolo, Main To Piya Tahari Hun..",Ghoonghat,1962,Khawaja Khursheed Anwar,Tanvir Naqvi,Naheed Niazi,
"Chahay Karay Dunya Lakh Jafa, Zinda Rahay Ga Naam-e-Wafa..",Ajnabi,1962,Asghar Ali,Tanvir Naqvi,Noorjahan,
"Chahay Tu Nazren Chura Lay, Chahay Daaman Chhura Lay..",Dil Divana,1967,M. Ashraf,Shabab Keranvi,Ahmad Rushdi,
"Chain Say So Ja, Raj Dularay, Jagay Maa Ka Pyar..",1000 Dastan,1000,Rasheed Attray,Fyaz Hashmi,Naseem Begum,
"Chal Diye Ham Say Bigar Kar, Khair To Hay, Banda Parwar..",Ashiq,1968,Nashad,Taslim Fazli,Ahmad Rushdi,
"Chal Diye Tum Jo Dil Tor Kar, Yun Akela Mujhay Chhor Kar..",Darshan,1967,Basheer Ahmad,Basheer Ahmad,Basheer Ahmad,
"Chal Hat Ri Hawa, Ghoonghat Na Utha, Mera Mukhra Baalam Dekhay Ga..",Madr-e-Watan,1966,Saleem Iqbal,Saifuddin Saif,Noorjahan,
"Chala Hay Dil.. Batayen Kya, Zaban Bhi Chup, Wafa Bhi Chup..",Paisay,1964,Robin Ghosh,Fyaz Hashmi,Firdousi Begum,
"Chalay Jayo Ray, Bedarda, Main Roye Mari Hun..",Charagh Jalta Raha,1962,Nahal Abdullah,Fazal Ahmad Karim Fazli,Iqbal Bano,
"Chalay Mor Ki Chaal, Karay Sab Dunya Ko Pamaal, Jawani Deevani..",Gul Bakavli,1961,Safdar Hussain,Qateel Shafai,Naseem Begum & Co.,
"Chali Hay Kahan, Yeh Teri Zamin, Yeh Tera Aasman..",Bandhan,1964,Robin Ghosh,Suroor Barabankvi,Firdousi Begum,
"Chali Ho, Chali Ho, Tum Kahan Dilruba, Chhor Kay Chal Di..",Ham Dono,1966,Nashad,Kaleem Usmani,Ahmad Rushdi,
"Chali Ray Chali Dulhaniya, Saajan Ki Galian Ray, Mang Mein Bhar Kay..",Zamin,1965,Wazir Afzal,Mushir Kazmi,Naseem Begum & Co.,
"Chali Ray, Chali Ray, Dekho Chali Ray, Uthlati Hui, Ball Khati Hui..",Sangam,1964,Khan Ataur Rahman,Zainul Abidiin,Firdousi Begum,
"Chall Door Kahin Rahi, Yeh Jag Tera, Na Mera..",Bhabhi,1960,Tasadduq Hussain,Mohayuddin Nasak,Inayat Hussain Bhatti,
"Challo Achha Hua Tum Bhool Geye, Ik Bhool Hi Tha Mera Pyar..",Lakhon Mein Ek,1967,Nisar Bazmi,Fyaz Hashmi,Noorjahan,
"Chalo Ayo Meray Pyaray Sanam, Masta Samaa, Raat Jawan..",Ponam Ki Raat,1966,Tony Chitergi,Abid Jonpuri,Firdousi Begum,
"Chalo Chaltay Hay Wahan, Apni Ammi Hay Jahan..",Shola Aur Shabnam,1967,Manzoor Ashraf,Tanvir Naqvi,Irene Parveen,
"Chalt Pag Marg, Neini Sundri Ek Jhajhakt..",Neela Parbat,1969,Piyarang Qadir,Piyarang Qadir,Roshan Ara Begum,
"Chalti Ka Naam Gari, Waqt Ki Tez Sawari, Phir Gul Mehkay..",Sazish,1963,Akhtar Hussain Akhian,Hakeem Ahmad Shujaa,Mala,
"Chalu Dhoom Muchaien Ray, Jhoom Jayen..",Main Kahan Manzil Kahan,1968,Ghulam Nabi,Qateel Shafai,Ahmad Rushdi & Co.,
"Chamman Roshan Hua Hamaray Samnay, Uthhay Thay Sholay..",Darvaza,1962,Rasheed Attray,Saifuddin Saif,Naheed Niazi,
"Chand Awara, Sitaray Beqarar, Zindagi Bas Dekh Li, Teri Bahar..",Pyar Ki Saza,1964,Manzoor Ashraf,Khaleeq Ahmad Khaleeq,Irene Parveen,
Chand Bhi Samnay Aatay Huay Sharmata Hay..,Pyar Ki Jeet,1969,Deebo,Wajid Chughtai,Irene Parveen,
"Chand Chamka, Mujhay Chandni Mil Geyi, Jis Ka Arman Tha..",Josh-e-Inteqam,1968,Tasadduq Hussain,Kaleem Usmani,Irene Parveen,
"Chand Dooba, Meri Qismat Kay Sitaray Doobay..",Insan,1966,Rasheed Attray,?,Mehdi Hassan,
"Chand Joban, Baal Sunehri, Ankh Chhalkata Jam..",Maa Ka Pyar,1964,Rafiq Ali,Rasheed Sajid,Nazir Begum,
"Chand Ka Deedar Hua, Pyar Hua, Pyar Hua..",Inqilab,1962,N.K. Rathoor,Tajammul Hussain,Shehar Bano & Co.,
Chand Nikla Hay Teray Husn Ki Tasvir Liye..,Josh-e-Inteqam,1968,Tasadduq Hussain,Kaleem Usmani,Irene Parveen,
"Chand Sa Mukhra, Gora Badan, Jall Mein Aag Lagaye Gori Aggan..",Saperan,1961,Manzoor Ashraf,Shabab Keranvi,Ahmad Rushdi,
Chand Say Chandni Juda Ho Sakti Hay..,Khilona,1968,Khalil Ahmad,Himayat Ali Shair,Ahmad Rushdi,
"Chand Say Goray Goray Gaal, Suhani Meri Chaal..",Husn-o-Ishq,1962,Safdar Hussain,Qateel Shafai,Naheed Niazi,
"Chand, Sitaray, Yeh Rangeen Nazaray, Kar Kay Isharay..",Bandhan,1964,Robin Ghosh,Suroor Barabankvi,Firdousi Begum,
"Chand, Tu Jab Bhi Muskarata Hay, Dil Mera Doob Doob Jata Hay..",Sarhad,1966,Khawaja Khursheed Anwar,Tanvir Naqvi,Noorjahan,
"Chanda Kay Patolay Mein, Uran Khatolay Mein, Ammi Ka Dulara..",Lori,1966,Khalil Ahmad,Himayat Ali Shair,Surayya Hyedrabadi,
"Chanda Kay Patolay Mein, Uran Khatolay Mein, Ammi Ka Dulara (2)..",Lori,1966,Khalil Ahmad,Himayat Ali Shair,Noorjahan,
"Chanda Mamu Aye Ga, Jhoolna Jhulaye Ga..",Bhabhi,1960,Tasadduq Hussain,Tufail Hoshiarpuri,Noorjahan,
"Chanda Mamu Door Kay, Baray Pakaye Boor Kay..",Noukari,1960,Mohammad Ali Munnu,Nazim Panipati,Kousar Parveen,
Chanda Muskaye Door Say Aur Chakori Roye..,Neela Parbat,1969,Piyarang Qadir,Piyarang Qadir,Aniqa Bano,
"Chanda Say Chori Chori, Ghunghat Nikalay Gori..",Naela,1965,Master Inayat Hussain,Tufail Hoshiarpuri,Mala & Co.,
"Chanda Say Milnay, Chali Hay Chakori, Ghoonghat Mein Pall Pall..",Jab Say Dekha Hay Tumhen,1963,Sohail Rana,Himayat Ali Shair,Naseema Shaheen,
"Chanda Say Pyara, Chand Hamara, Mamta Ki Mari Ko..",Sanam,1965,A. Hameed,Fyaz Hashmi,Noorjahan,
"Chanda Tori Chandni Mein, Jiya Jala Jaye Ray..",Baji,1963,Saleem Iqbal,Ahmad Rahi,Naseem Begum,
"Chandaniya, Ja Sajjan Ko La, Chanda Tori Banwri Tujh Ko Bulaye..",Chhoti Si Dunya,1965,Khalil Ahmad,Ahmad Rahi,Noorjahan,
"Chandi Ki Pehan Kar Payel, Jo Karay Dilon Ko Ghayel..",Shabab,1964,Rasheed Attray,Qateel Shafai,Naseem Begum,
"Chandi Say Barh Kar Gori Mori Gori Ray, Chanda Say Pyara Mora Balma..",Fanoos,1963,Saif Chughtai,Nakhshab,Mala,
"Chandni Raat Ja, Ab Na Tu Muskara, Chand Mera, Khafa Ho Geya..",Subah Kahin Sham Kahin,1961,Nazir Jafri,Zahoor Nazar,Naheed Niazi,
"Chandni, Bheegi Bheegi Hawa, Na Janay, Dil Kahan Kho Geya..",Chanda,1962,Robin Ghosh,Suroor Barabankvi,Anjuman Ara,
"Channa Jor, Garm Babu, Main Laya Garma Garm..",Jeena Bhi Mushkil,1969,Jalal Ahmad,N/A,Najmul Huda,
"Chashm-e-Karam Say Door, Ab Ham Say Raha Na Jaye Ga..",Shararat,1963,Deebo,Masroor Anwar,Irene Parveen,
"Chaye Garm Garm, Sigret, Paan, Beeri Bhi Lay Lo..",Aakhri Station,1965,Khan Ataur Rahman,Suroor Barabankvi,Ahmad Rushdi,
"Chehray Peh Gira Aanchal Ho Ga, Yeh Aaj Nahin To Kal Hoga..",Maa Bahu Aur Beta,1966,Hassan Latif,Habib Jalib,Masood Rana,
"Chhail Chhabeelay, Bankay, Raseelay, Tu Hay Bara Chit Chor..",Saperan,1961,Manzoor Ashraf,Shabab Keranvi,Irene Parveen,
"Chhakkam Chhakkam Chalo, Khaye Na Thokar..",Yahudi Ki Larki,1963,Muslehuddin,Nazim Panipati,Naheed Niazi,
"Chhaliya, Main Nay Tujh Ko Jan Liya, Heye, Main Nay Pehchan Liya..",Bandhan,1964,Robin Ghosh,Suroor Barabankvi,Firdousi Begum,
"Chhalkay Gagria, Bheegay Chunaria, Aisay Na Dekho, Sanwaria..",Chanda,1962,Robin Ghosh,Suroor Barabankvi,Firdsousi Begum,
"Chhalkay Jawani Ka Jaam, Piye Ja, Piye Ja..",Baap ka Baap,1964,Tasadduq Hussain,Dukhi Premnagri,Irene Parveen,
"Chham Say Jo Aa Jaye Mera Sanam, Bara Maza Aye..",Baap ka Baap,1964,Tasadduq Hussain,Dukhi Premnagri,Irene Parveen,
ChhamChham Bajay Payeliya Mori Ray..,Hamen Bhi Jeenay Do,1963,C. Faiz,Asadi,Irene Parveen,
"ChhamChham Bolay Pailiya, Nazren Mila Kay Armaan Jaga Kay..",Saaz aur Aavaz,1965,Zafar Khursheed,Masroor Anwar,Mala,
"ChhamChham Milay Hayn Sanam, Lut Geye Ham, Allah Qasm..",Anchal,1962,Khalil Ahmad,Himayat Ali Shair,Naheed Niazi,
"Chhamchham Nachay Gurya Rani, Chun Chun Chirya Gaye..",Ghar Ka Ujala,1966,Manzoor Ashraf,Mushir Kazmi,Naseem Begum,
"ChhamChhamaChham, Nachay Jiya, Gaye Teray Gun..",Nadir Khan,1968,Tasadduq Hussain,Atish Ludhyanvi,Naseem Begum,
"Chhan Chhan Bajay Ri Payel, Man Mora Ghayel, Pyar Ki Dhun..",Fareb,1965,Jami,Mushir Kazmi,Irene Parveen,
"Chhan Chhan Chhankay Payelia Ray, Dil Mera Aaj Dharkay..",Andhi Mohabbat,1964,Manzoor Ashraf,Mushir Kazmi,Mala,
"Chhan Chhan Kya Gaye Ray Sayyan, Mori Payel..",Lakhon Fasanay,1961,Deebo,Akhtar Sikandari,Zubaida Khanum,
"Chhan Chhanna Chhan, Bichhwa Bolay, Kangna Dolay..",Beti,1964,Deebo,Fyaz Hashmi,Naseem Begum,
Chhanak Chhanak Chhankay Payel Mori..,Papi,1968,Jameel Khusro,Ahmad Ali Aseer,Runa Laila,
"ChhanChhan, ChhanChhan Karti, Meri Bhabhi Aye Gi..",Main Chup Rahun Gi,1966,Tasadduq Hussain,Muzaffar Warsi,Irene Parveen,
"Chhanchhanchhan Nachun, Gaun Taranay Pyar Kay..",Ulfat,1967,Jami,Izhar Jami,Irene Parveen,
"Chhankay Hay Mori Jhanjhan, Hansti Baharen, Tujh Ko Pukaren..",Sunehray Sapnay,1961,Hassan Latif,Tanvir Naqvi,?,
"Chhannak Chhannak, Meri Jhanjhar Chhankay, Sajna Tujhay Pukaray..",Dulhan,1963,Rasheed Attray,Fyaz Hashmi,Saleem Raza,
"Chhannan Chhannan Ghunghroo Bajay, Gaye Jawani..",Parvana,1966,Ali Sahili,Sajjad Nasir,Anjuman Ara,
"Chhannan Chhannan Kanta Laga, Bali Umariya Mein Heye..",Karvan,1964,Robin Ghosh,Shair Siddiqi,Firdousi Begum,
"Chhannan Chhannan Nachay, Madhur Madhur Gaye..",Behan Bhai,1968,A. Hameed,Tanvir Naqvi,Masood Rana,
Chhannan Chhannan Payeliya Aaj Geet Sunaye..,Jhalak,1964,Khalil Ahmad,Himayat Ali Shair,Mehdi Hassan,
"Chhannan Chhannan Payeliya Bajay, Dil Mein Chhupaye..",Habu,1961,Azam Baig,Tufail Hoshiarpuri,Naseem Begum,
"Chhawara, Chhawara, Sun Dhobia Ki Chhori Ray..",Shabab,1964,Rasheed Attray,Qateel Shafai,Ahmad Rushdi,
"Chher Rahi Pagli Hawa, Aaja Piya, Naino Mein Hay Rang Neya..",Josh,1966,Muslehuddin,Fyaz Hashmi,Naheed Niazi,
"Chher Sakhi Ri Tu, Suhag Raat Ki Sapno Bhari Kahani..",Watan Ka Sipahi,1966,Manzoor Ashraf,Mushir Kazmi,Naseem Begum,
"Chhero Madhur Beena, Geet Sunaun, Chhero, Pa-Ni-Sa-Ni-Ray-Sa-Ray-Ga..",Geet Kahin Sangeet Kahin,1969,Master Tufail,Tanvir Naqvi,Mehdi Hassan,
"Chhero Na Aaj Mujhay, Din Hay Jumerat Ka, Bura Na Manana..",Ghaddar,1964,Rehman Verma,Habib Jalib,Mala,
"Chhero Na Hamaray Gham Ko, Reyna Do Nashay Mein Ham Ko..",Chhoti Ammi,1964,Tasadduq Hussain,Mushir Kazmi,Ahmad Rushdi,
"Chhi Chhi, Chhor Kalai, Harjai, Zalma, Mohay Sharm Aye..",Yeh Dunya,1960,Deebo,Tajammul,Iqbal Bano,
"Chhir Geye Taar Dilon Kay, Mehfil Mein Kon Kon Aya Hay..",Ayaz,1960,Khawaja Khursheed Anwar,Qateel Shafai,Zubaida Khanum,
"Chhoom Chhana Chhann, Nach Raha Hay Mann..",Manzil,1960,Feroz Nizami,Tanvir Naqvi,Noorjahan,
"Chhor Chali Ghar Tera Ray Babu, Jana Des Paraye..",Chhotay Sarkar,1961,Inayat Hazravi,Qateel Shafai,?,
"Chhor Chali Hay Sakhi, Babul Ka Ghar, Tor Chali Ray..",Dard-e-Dil,1966,Khalil Ahmad,Himayat Ali Shair,Irene Parveen,
"Chhor Day Haath Mera, Kya Eitbar Tera, Sajna..",Raqqasa,1965,Master Rafiq Ali,Mushir Kazmi,Tahira Naseer,
"Chhor Do Aanchal Hamara, Tum Nashay Mein ho..",Khoon Ki Pyas,1963,Safdar Hussain,Mushir Kazmi,Naheed Niazi,
"Chhor Kar Na Jana, Sayyan, Mar Jaun Gi..",Sahil,1960,Rasheed Attray,Tanvir Naqvi,Zubaida Khanum,
"Chhor Kay Janay Walay, Lori Day Jana Ik Baar..",Main Zinda Hun,1968,Hassan Latif,Riaz Shahed,Mala,
"Chhor Na Dena Sath, O Kali Kali Raat, Andhera, Dar Lagay..",Mehkhana,1964,Nashad,Nakhshab,Naseem Begum,
"Chhor Na Gori Haath Mera, Array Ja..",Ujala,1966,Dheer Ali,Suroor Barabankvi,Basheer Ahmad,
"Chhoro Bhi, Kya Dil Ko Jalana, Pyar Ki 2 Baten Kar Leinay Do..",Wali Ehad,1968,Khalil Ahmad,Kaleem Usmani,Runa Laila,
"Chhoro Hath, Baat Karo Hat Kay, O Boorhay Matkay..",Mera Kya Qasoor,1962,Tasadduq Hussain,Mushir Kazmi,Irene Parveen,
"Chhun Chhun Chhun, Meri Payal Ki Dhun, Gaye Tera Hi Tarana..",Ghoonghat,1962,Khawaja Khursheed Anwar,Tanvir Naqvi,Naseem Begum,
"Chhunan Chhaunan Mori Bajay Payelia, Heye Main To Mar Geyi..",2 Bhai,1968,Wazir Afzal,Sorash Dehlvi,Noorjahan,
Chhup Chhup Kay Zamanay Say Kyun Pyar Kiya Jaye..,Aanch,1969,Khalil Ahmad,Qateel Shafai,Naseem Begum,
"Chhup Geya Chanda, Doobay Taray, Aye Na Baalam Hamaray..",Gharib,1960,Nazir Sheeley,Rais Khumar,Kousar Parveen,
"Chhup Geye Ho Kahan, Mujh Ko Awaz Do, Phir Mera Naam Lo..",Aavaz Day Kahan Hay,1962,Khursheed Qais,Habib Jalib,Zubaida Khanum,
"Chhup Geye Ho Tum Kahan, Aa Geyi Lab Peh Jan..",Baap ka Baap,1964,Tasadduq Hussain,?,Irene Parveen,
"Chhup Geye Sitaray, Nadiya Kinaray, Tum Na Hi Aye, Piya..",Darvaza,1962,Saleem Iqbal,Saifuddin Saif,Naseem Begum,
"Chhurrian Chaqu Tez Kara Lo, Gir Gir Chalay Tez..",Sazish,1963,Akhtar Hussain Akhian,Hakeem Ahmad Shujaa,Kousar Parveen,
"Chog Chugna Jee Panchhi, Khayal Say, Bach Kay Rehna..",Ghazi Bin Abbas,1961,Safdar Hussain,Qateel Shafai,Kousar Parveen,
Chor Kalai Moray Sanwaria..,Farangi,1964,Rasheed Attray,Qateel Shafai,Naseem Begum,
"Chor Ki Chaap Suno, Suno, Chup Chap, Suno..",Kala Pani,1963,Rehman Verma,Mushir Kazmi,Irene Parveen,
"Chori Chori Dekh Kay Sharmana, Uff Touba..",NaKhuda,1968,Manzoor Ashraf,Tanvir Naqvi,Mala,
Chori Chori Ratian Mein Ankhian Lara Diye..,Qanoon,1963,Khalil Ahmad,Tanvir Naqvi,Irene Parveen,
"Chori Kiya, Tu Nay Chori Kiya, Nanha Sa Mora Jiya Ray..",Gharib,1960,Nazir Sheeley,Rais Khumar,Aniqa Bano,
"Chori Say Mout Achhi, Sab Ka Elan Hay, Bheek Buri, Bhook Achhi..",Mamta,1964,Tufail Farooqi,Mushir Kazmi,Nazir Begum & Co.,
"Chout Ham Nay Woh Dil Peh Khai Hay, Sab Jahan Nay Hansi Urai Hay..",Chheen Lay Azadi,1968,Safdar Hussain,Qateel Shafai,Naseem Begum,
Chukkak Chukkak Chao Chao Chhoo..,Dard-e-Dil,1966,Khalil Ahmad,Himayat Ali Shair,Ahmad Rushdi,
"Chun Liya Ik Phool Ko, Jo Tha Anokha, Sab Say Nirala..",Darshan,1967,Basheer Ahmad,Basheer Ahmad,Noorjahan,
"Chunkeh AnParh Rehna Bura Hay, Is Liye Thora Likh Parh Lay..",Beti Beta,1968,Manzoor Ashraf,Qateel Shafai,Mujeeb Alam,
"Chunkeh Hamen Hay Pyar, Chunacheh Yun Samjho Sarkar..",Shabab,1964,Rasheed Attray,Qateel Shafai,Ahmad Rushdi,
"Chunn Liya Main Nay Tumhen, Sara Jahan Rehnay Diya..",Shabnam,1965,A. Hameed,Fyaz Hashmi,Noorjahan,
"Chunnu Dekho, Munnu Dekho, Diya Jalay Ek..",Gori,1968,Karim Shahabuddin,Akhtar Yousuf,Basheer Ahmad,
"Chup Rahun Ya Keh Dun, Rahon Meyn Aatay Jatay, Rotay..",Eindhan,1966,Subal Das,Akhtar Yousuf,Ahmad Rushdi,
"Chupkay Chupkay Koi, Taron Say Saza Deta Hay..",Daku Ki Larki,1960,Rasheed Attray,Kaleem Usmani,Naseem Begum,
"Chupkay Chupkay, Sab Say Chhup Kay, Mujhay Aan Milo..",Shikari,1964,Muslehuddin,Qateel Shafai,Noorjahan,
"Chupkay Say Agar Woh Shoukh, Idhar Aa Jaye Bhala To Kya Ho Ga..",Ajab Khan,1961,G.A. Chishti,Ahmad Rahi,Naheed Niazi,
Chupkay Say Man Ki Nagar Mein Aya Hay Albela Rahi..,Watan,1960,Master Inayat Hussain,Qateel Shafai,Zubaida Khanum,
"Chupkay Say Pyar Kara Lay, Aa Naina 4 Kar Lay..",Ek Manzil 2 Rahen,1962,Rasheed Attray,Qateel Shafai,Irene Parveen,
"Chupkay Say War Kiya.. Allah, Kaisay Zalim Say Pala Para..",Kon Kisi Ka,1966,Manzoor Ashraf,Habib Jalib,Mala & Co.,
"Chust Ho Shalwar, Kurta Tang Ho, Ho Na Aisa, Tum Say Meri Jang Ho..",Aurat Ka Pyar,1964,Manzoor Ashraf,Mushir Kazmi,Ahmad Rushdi,
Classical Tones..,Mousiqar,1962,Rasheed Attray,?,Salamat Ali,
"Daal Mein Kala Zaroor, Tum Na Mano, Huzoor..",Beta,1962,Akhtar Hussain,Tanvir Naqvi,Naheed Niazi,
"Daamay, Dil Tujhay Day Kay Chalay, Keh Kay Sanam..",Aulad,1962,A. Hameed,Fyaz Hashmi,Naseem Begum & Co.,
